Brand,Model,Company,Price in India,id,1 stars,2 stars,4 stars,3 stars,5 stars,link,total_ratings,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Base Clock Speed,Graphics Processor,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),Dedicated Graphics,HDMI Port,Ethernet,Battery Life (up to hours),Dedicated Graphic Memory Type,Expandable RAM up to (GB),other_info
HP,15-BA003CY,hp,,2437,0,0,0,0,0,https://gadgets.ndtv.com/hp-15-ba003cy-7348,,12GB,15.60-inch,No,Purple,DOS,2TB,15-BA003CY,AMD Core i3,Nvidia,,No,1920x1080 pixels,802.11 b/g/n,1.77,376.00 x 246.00 x 22.50,4.2,3,,Yes,No,2.3 GHz,Nvidia,,Yes,3,Touchpad,1 x USB 2.0,3MB,Yes,,,Yes,,,10/100/1000 Base T,,GDDR3,,
Apple,MacBook MNYL2HN/A,apple,"₹ 128,700",2438,0,0,0,0,0,https://gadgets.ndtv.com/apple-macbook-mnyl2hn-a-5318,,8GB,12.00-inch,512GB,Gold,macOS,No,MNYL2HN/A,Intel Core i5 7th Gen,Intel Integrated HD Graphics 615,No,,2304x1440 pixels,802.11 ac,0.92,280.50 x 196.50 x 13.10,4.2,,MacBook,Yes,No,1.3 GHz,Intel Integrated HD Graphics 615,"Apple Macbook MNYL2HN/A Laptop (Mac, 8GB RAM, 512GB HDD, Intel Core i5, Gold, 12.0 Inch)",,,Trackpad,,4MB,Yes,Yes,,,No,,,10,,,{'VGA Port': 'Yes'}
Apple,MacBook Pro 13-inch 2020,apple,,2439,0,0,0,0,0,https://gadgets.ndtv.com/apple-macbook-pro-13-inch-2020-price-in-india-92117,,8GB,13.30-inch,256GB,"Silver, Space Grey",macOS,,,Intel Core i5 8th Gen,Intel Integrated Iris Plus Graphics 645,,Yes,1600x2560 pixels,802.11 a/b/g/n/ac,1.4,15.60 x 304.10 x 212.40,5,2,,Yes,Yes,,Intel Integrated Iris Plus Graphics 645,,Yes,,Touchpad,2 x Thunderbolt 3 (Type C),,,Stereo Speakers,,,,,,,,32GB,"{'Web Camera': '0.3-megapixel', 'VGA Port': 'No'}"
Acer,Aspire TMP256-M-P8YQ,acer,"₹ 61,562",2440,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-tmp256-m-p8yq-8075#gallery,,4GB,15.60-inch,No,Black,Windows 7 Professional,500GB,TMP256-M-P8YQ,Intel Pentium Dual Core,Intel HD Graphics,No,No,1366x768 pixels,802.11 a/b/g/n,2.5,381.00 x 257.00 x 30.40,,,Aspire,Yes,,1.7 GHz,Intel HD Graphics,"Acer Aspire TMP256-M-P8YQ Laptop (Windows 7 Pro, 4GB RAM, 500GB HDD, Intel Pentium, Black, 15.6 inch)",,6,Touchpad,,,,Stereo Speakers,Multi Format Card Reader,,No,Standard,,,DDR3,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '38', 'Backlit Keyboard': 'Yes', 'Dedicated Graphic Memory': '4GB', 'eMMC': '32GB'}"
Asus,EeeBook AWH21,asus,,2441,0,0,0,0,0,https://gadgets.ndtv.com/asus-eeebook-awh21-8914#gallery,,4GB,14.00-inch,No,Black,Windows 10,64GB,AWH21,,AMD Radeon R2,,No,1366x768 pixels,802.11 b/g/n,1.65,339.00 x 235.00 x 21.90,4,3,EeeBook,Yes,No,1.5 GHz,AMD Radeon R2,,Yes,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",2MB,Yes,,SD Card Reader,Yes,,,10/100/1000 Base T,,,,{'Battery Capacity (WHR)': '42'}
Dell,Inspiron 7000 7577,dell,,2442,0,0,0,0,0,https://gadgets.ndtv.com/dell-inspiron-7000-7577-6570,,8GB,15.60-inch,No,Black,Windows 10,No,7000 7577,Intel Core i5 7th Gen 7700HQ,Nvidia GeForce GTX 1060,,No,1920x1080 pixels,802.11 ac,2.65,389.00 x 274.70 x 25.00,4.2,,Inspiron,Yes,No,2.8 GHz,Nvidia GeForce GTX 1060,,Yes,4,Touchpad,,6MB,Yes,Stereo Speakers,,Yes,,,,,GDDR5,32GB,"{'RAM Slots': '2', 'Web Camera': '0.3-megapixel', 'VGA Port': 'Yes'}"
Asus,E203NAH-FD048T,asus,"₹ 22,400",2443,0,0,0,0,0,https://gadgets.ndtv.com/asus-e203nah-fd048t-6595,,4GB,11.60-inch,No,White,Windows 10 Home,500GB,E203NAH-FD048T,Intel Celeron Dual Core 7th Gen N3350,Intel HD Graphics,No,No,1366x768 pixels,802.11 b/g/n,,286.00 x 193.30 x 21.40,4,2,,Yes,No,1.1 GHz,Intel HD Graphics,"Asus E203NAH-FD048T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, White, 11.6 inch)",Yes,3,Touchpad,2 x USB 3.0,2MB,,Yes,,,No,,,10,,,{'Battery Capacity (WHR)': '57'}
Acer,Aspire SW3-16,acer,"₹ 12,950",2444,15,5,19,12,48,https://gadgets.ndtv.com/acer-aspire-sw3-16-5862,91,2GB,10.10-inch,No,Grey,Windows 10 Home,No,SW3-16,Intel Atom Quad Core Z8300,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 ac,,,4.1,,Aspire,Yes,No,1.33 GHz,Intel Integrated HD Graphics,"Acer Aspire SW3-16 Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Atom, Black, 10.1 inch)",Yes,,Touchpad,,2MB,Yes,Yes,,,No,,10/100/1000 Base T,5,,,"{'RAM Slots': '1', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Burst Clock Speed': '2.7 GHz'}"
Acer,Swift 3 SF315-41-R6J9,acer,"₹ 29,000",2445,0,0,0,0,0,https://gadgets.ndtv.com/acer-swift-3-sf315-41-r6j9-6663#gallery,,8GB,15.60-inch,No,Grey,Windows 10,512GB,3 SF315-41-R6J9,,,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.1,370.50 x 255.00 x 18.90,4.1,4,Swift,Yes,No,,,"Acer Swift 3 SF315-41-R6J9 Laptop (Windows 10, 8GB RAM, 512GB HDD, AMD Steel Grey, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",4MB,Yes,Stereo Speakers,SD Card Reader,,,,,8,,,
HP,15-G012DX,hp,,2446,0,0,0,0,0,https://gadgets.ndtv.com/hp-15-g012dx-6007,,4GB,15.60-inch,No,Black,Windows 8.1,750GB,15-G012DX,,AMD Radeon R5,,No,1366x768 pixels,802.11 b/g/n,2.19,25.40 x 377.95 x 10.20,,3,,,No,2.4 GHz,AMD Radeon R5,,,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0",2MB,,Stereo Speakers,,Yes,,Standard,10/100 Base T,,,,
Apple,"MacBook Air (M1, 2020)",apple,,2447,0,0,0,0,0,https://gadgets.ndtv.com/apple-macbook-air-m1-2020-price-in-india-98783,,8GB,13.30-inch,512GB,,macOS,No,A2337,,,No,Yes,2560x1600 pixels,802.11 a/b/g/n/ac/Yes,1.29,6.10 x 304.70 x 212.40,5,2,MacBook Air,Yes,No,,,,,,Trackpad,2 x Thunderbolt 3 (Type C),,,2 Speakers,,,No,,,,,,"{'RAM Slots': '2', 'Web Camera': '0.3-megapixel', 'VGA Port': 'Yes'}"
Apple,MacBook Pro,apple,"₹ 159,900",2448,13,3,8,3,72,https://gadgets.ndtv.com/apple-macbook-pro-7330,86,12GB,13.30-inch,512GB,Space Grey,macOS,No,,Intel Core i5 7th Gen,,,No,2560x1600 pixels,802.11 ac,1.37,304.10 x 212.40 x 14.90,4.2,2,MacBook Pro,Yes,No,2.3 GHz,,"Apple Macbook Pro Laptop (Mac, 8GB RAM, 256GB HDD, Intel Core i5, Space Grey, 13.3 inch)",Yes,,Touchpad,2 x USB 3.0,,Yes,Stereo Speakers,,,,,,10,,,
Asus,VivoBook R541NA-RB21T-RD,asus,"₹ 37,333",2449,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-r541na-rb21t-rd-7679,,4GB,15.60-inch,No,Red,Windows 10,500GB,R541NA-RB21T-RD,Intel Pentium Dual Core N4200,Intel HD Graphics 505,No,No,1366x768 pixels,,2,71.12 x 251.00 x 38.10,,,VivoBook,,Yes,1.1 GHz,Intel HD Graphics 505,"Asus Vivobook R541NA-RB21T-RD Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Red, 15.6 inch)",,3,Touchpad,,,,Stereo Speakers,,Yes,No,Standard,,,DDR3,,
Dell,Vostro 3000 3549,dell,"₹ 22,001",2450,0,0,0,0,0,https://gadgets.ndtv.com/dell-vostro-3000-3549-6416,,4GB,15.60-inch,No,Grey,Ubuntu,500GB,3000 3549,Intel Celeron Dual Core 5th Gen 3205U,Intel Integrated HD Graphics,No,No,,802.11 b/g/n,2.38,381.40 x 65.02 x 26.75,4,2,Vostro,Yes,No,1.5 GHz,Intel Integrated HD Graphics,"Dell Vostro 3000 3549 Laptop (Linux, 4GB RAM, 500GB HDD, Intel Celeron, Grey, 15.6 inch)",,,,2 x USB 2.0,,,,,,No,,10/100/1000 Base T,4.5,DDR3,8GB,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}"
Lenovo,Yoga 510 14Ikb,lenovo,,2451,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-yoga-510-14ikb-6746,,4GB,14.00-inch,No,Black,Windows 10,1TB,510 14Ikb,Intel Core i5 6th Gen 6006U,Intel Integrated HD Graphics,No,No,1920x1080 pixels,802.11 ac,1.73,336.00 x 232.00 x 209.00,4.1,3,Yoga,Yes,Yes,2.7 GHz,Intel Integrated HD Graphics,,Yes,,Touchpad,,3MB,Yes,,,Yes,No,Standard,,4,,,{'VGA Port': 'Yes'}
HP,Pavilion X360 11-AD105TU,hp,"₹ 41,490",2452,50,0,8,8,33,https://gadgets.ndtv.com/hp-pavilion-x360-11-ad105tu-8477,12,4GB,11.60-inch,No,Silver,Windows 10,1TB,X360 11-AD105TU,Intel Pentium Dual Core N5000,,,No,1366x768 pixels,802.11 ac,1.39,294.90 x 201.40 x 19.30,4.2,3,Pavilion,Yes,Yes,2.7 GHz,,"HP Pavilion X360 11-AD105TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Silver, 11.6 inch)",Yes,2,Touchpad,,4MB,Yes,Yes,,,,,,,,,
AGB,Orion ZQ2501,agb,"₹ 65,499",2453,0,0,0,0,0,https://gadgets.ndtv.com/agb-orion-zq2501-6881#gallery,,8GB,14.00-inch,512GB,Silver,Windows 10,No,ZQ2501,Intel Core i7 7th Gen,Intel Integrated HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,,,4.1,3,Orion,Yes,No,2.7 GHz,Intel Integrated HD Graphics 620,"AGB Orion ZQ2501 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",,,,"2 x USB 2.0, 1 x USB 3.0, 1 x USB 3.0 (Type C)",,,,,Yes,No,,10/100/1000 Base T,8,DDR5,,"{'VGA Port': 'Yes', 'RJ11': 'Yes'}"
Lenovo,IdeaPad 130S,lenovo,,2454,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-ideapad-130s-8806,,4GB,11.60-inch,No,Black,Windows 10,64GB,130S,Intel Celeron Dual Core N4000,Intel HD Graphics 520,No,No,1366x768 pixels,802.11 ac,1.45,334.00 x 235.00 x 18.60,4.1,2,IdeaPad,,,1.1 GHz,Intel HD Graphics 520,,,,,2 x USB 3.0,4MB,Yes,2 Speakers,1 Micro SD Card Reader,,No,Standard,,8,DDR4,,{'RAM Slots': '2'}
HP,15Q-BW084AX,hp,"₹ 28,990",2455,0,0,0,0,0,https://gadgets.ndtv.com/hp-15q-bw084ax-6686,,4GB,15.60-inch,No,Smoke Grey,DOS,1TB,15Q-BW084AX,AMD APU Quad Core A10,,,No,1366x768 pixels,802.11 b/g/n,1.86,380.00 x 253.80 x 23.80,4,3,,Yes,No,,,"HP 15Q-BW084AX Laptop (DOS, 4GB RAM, 1000GB HDD, AMD Smoke Grey, 15.6 inch)",Yes,4,,,2MB,Yes,,SD Card Reader,Yes,,Standard,,,,16GB,{'RAM Slots': '2'}
HP,15-BS663TU,hp,"₹ 28,990",2456,0,0,0,0,0,https://gadgets.ndtv.com/hp-15-bs663tu-8044,,4GB,15.60-inch,No,Silver,Windows 10,1TB,15-BS663TU,Intel Core i3 7th Gen 7020U,Intel HD Graphics 620,No,No,1920x1080 pixels,802.11 b/g/n,2.19,254.00 x 38.00 x 24.00,4,3,,,,2.3 GHz,Intel HD Graphics 620,"HP 15-BS663TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",,4,,,,Yes,2 Speakers,,Yes,No,Standard,,4,,,{'RAM Slots': '1'}
Lenovo,IdeaPad 530S,lenovo,"₹ 64,990",2457,0,9,18,0,73,https://gadgets.ndtv.com/lenovo-ideapad-530s-7918,11,8GB,14.00-inch,No,Platinum Grey,Windows 10,256GB,530S,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,,,4.1,2,IdeaPad,Yes,,3.4 GHz,,"Lenovo Ideapad 530S Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Liquid Blue, 14.0 Inch)",Yes,,,,6MB,Yes,,SD Card Reader,Yes,,Standard,,8,,,
Apple,MacBook MNYF2HN/A,apple,"₹ 104,800",2458,0,0,0,0,0,https://gadgets.ndtv.com/apple-macbook-mnyf2hn-a-5313,,8GB,12.00-inch,256GB,Space Grey,macOS,No,MNYF2HN/A,Intel Core m3 7th Gen,Intel Integrated HD Graphics 615,No,,2304x1440 pixels,802.11 ac,0.92,280.50 x 196.50 x 13.10,4.2,,MacBook,Yes,No,1.2 GHz,Intel Integrated HD Graphics 615,"Apple Macbook MNYF2HN/A Laptop (Mac, 8GB RAM, 256GB HDD, Intel Core m3, Space Grey, 12.0 Inch)",,,Trackpad,,4MB,Yes,Yes,,,No,,,10,,,
Apple,MacBook MNYG2HN/A,apple,"₹ 128,700",2459,0,0,0,0,0,https://gadgets.ndtv.com/apple-macbook-mnyg2hn-a-5314,,8GB,12.00-inch,512GB,Space Grey,macOS,No,MNYG2HN/A,Intel Core i5 7th Gen,Intel Integrated HD Graphics 615,No,,2304x1440 pixels,802.11 ac,0.92,280.50 x 196.50 x 13.10,4.2,,MacBook,Yes,No,1.3 GHz,Intel Integrated HD Graphics 615,"Apple Macbook MNYG2HN/A Laptop (Mac, 8GB RAM, 512GB HDD, Intel Core i5, Space Grey, 12.0 Inch)",,,Trackpad,,4MB,Yes,Yes,,,No,,,10,,,{'RAM Slots': '2'}
Asus,A555LF-XX192TY16,asus,,2460,0,0,0,0,0,https://gadgets.ndtv.com/asus-a555lf-xx192ty16-6725,,8GB,15.60-inch,No,Silver,Windows 10,1TB,A555LF-XX192TY16,Intel Core i5 5010U,Nvidia GeForce 930M,,No,,802.11 b/g/n,2.3,382.00 x 256.00 x 25.80,4,3,,Yes,No,2.1 GHz,Nvidia GeForce 930M,,,2,,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,,SD Card Reader,Yes,,,10/100/1000 Base T,3.5,DDR3,,{'VGA Port': 'Yes'}
Apple,MacBook MNYJ2HN/A,apple,"₹ 128,700",2461,0,0,0,0,0,https://gadgets.ndtv.com/apple-macbook-mnyj2hn-a-5316,,8GB,12.00-inch,512GB,Silver,macOS,No,MNYJ2HN/A,Intel Core i5 7th Gen,Intel Integrated HD Graphics 615,No,,2304x1440 pixels,802.11 ac,0.92,280.50 x 196.50 x 13.10,4.2,,MacBook,Yes,No,1.3 GHz,Intel Integrated HD Graphics 615,"Apple Macbook MNYJ2HN/A Laptop (Mac, 8GB RAM, 512GB HDD, Intel Core i5, Silver, 12.0 Inch)",,,Trackpad,,4MB,Yes,Yes,,,No,,,10,,,
Asus,VivoBook Flip TP410UA-EC509T,asus,"₹ 56,990",2462,0,0,100,0,0,https://gadgets.ndtv.com/asus-vivobook-flip-tp410ua-ec509t-6579#gallery,,4GB,14.00-inch,No,Grey,Windows 10,No,Flip TP410UA-EC509T,Intel Core i3 7th Gen,Intel Integrated HD Graphics,No,No,1920x1080 pixels,802.11 b/g/n,,,4,4,VivoBook,Yes,Yes,2.4 GHz,Intel Integrated HD Graphics,"Asus Vivobook Flip TP410UA-EC509T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Grey, 14.1 inch)",Yes,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,,,,,No,,,6,,,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Backlit Keyboard': 'Yes', 'Launched': 'June 2019', 'Model Name': 'VivoBook 14', 'Refresh Rate': '60Hz'}"
Lenovo,IdeaPad Ideapad,lenovo,"₹ 43,623",2463,27,15,13,4,42,https://gadgets.ndtv.com/lenovo-ideapad-ideapad-8004,48,12GB,15.60-inch,No,Platinum Grey,Windows 10,2TB,Ideapad,Intel Core i5 8th Gen,,,No,1920x1080 pixels,802.11 a/b/g/n/ac,1.86,51.10 x 31.90 x 6.80,4.1,2,IdeaPad,,,2.2 GHz,,"Lenovo Ideapad Laptop (Windows 10, 2GB RAM, 64GB HDD, Intel Celeron, Silver, 14.0 Inch)",,,,,,Yes,Yes,,Yes,,Standard,10/100/1000 Base T,,DDR4,,"{'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}"
Asus,ZenBook 13,asus,,2464,0,0,0,0,0,https://gadgets.ndtv.com/asus-zenbook-13-8609,,12GB,13.30-inch,512GB,Smoky Brown,Windows 10,No,,Intel Core i5 8th Gen 8250U,Intel Integrated UHD Graphics 620,No,No,1920x1080 pixels,802.11 ac,0.9,310.00 x 216.00 x 13.90,4.2,3,ZenBook 13,Yes,No,1.6 GHz,Intel Integrated UHD Graphics 620,,Yes,3,Touchpad,2 x USB 3.0,6MB,Yes,Yes,SDXC Card Reader,,No,,,,,,
Asus,ZenBook 3 UX390UA-GS045T,asus,"₹ 99,990",2465,0,0,0,0,0,https://gadgets.ndtv.com/asus-zenbook-3-ux390ua-gs045t-5350,,8GB,12.50-inch,No,Gold,Windows 10 Home,,UX390UA-GS045T,Intel Core i5 7th Gen 7200U,Intel Integrated HD Graphics 620,No,Yes,1920x1080 pixels,802.11 ac,0.91,296.00 x 191.20 x 11.90,4,1,ZenBook 3,,No,2.5 GHz,Intel Integrated HD Graphics 620,"Asus Zenbook 3 UX390UA-GS045T Laptop (Windows 10, 8GB RAM, 512GB HDD, Intel Core i5, Gold, 12.5 inch)",,6,Touchpad,1 x USB 3.1 Gen 1 (Type C),3MB,,,,,No,,,9,,,"{'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Optical Disk Drive': 'CD/DVD Reader', 'RJ11': 'Yes'}"
Asus,ZenBook UX330UA-AH55,asus,,2466,0,0,0,0,0,https://gadgets.ndtv.com/asus-zenbook-ux330ua-ah55-6823#gallery,,8GB,13.30-inch,256GB,Grey,Windows 10,No,UX330UA-AH55,Intel Core i5 7th Gen 7200U,Intel Integrated HD Graphics,No,No,3200x1800 pixels,802.11 ac,1.2,323.00 x 222.30 x 13.50,4.1,3,ZenBook,Yes,No,,Intel Integrated HD Graphics,,Yes,,Touchpad,,3MB,,,SD Card Reader,,No,Standard,,12,,,
HP,15Q-BU101TU,hp,"₹ 49,257",2467,0,0,0,0,0,https://gadgets.ndtv.com/hp-15q-bu101tu-8457,,8GB,15.60-inch,No,Black,Windows 10,1TB,15Q-BU101TU,Intel Core i5 8th Gen 8250U,Intel HD Graphics 620,No,No,1366x768 pixels,802.11 b/g/n,1.95,380.00 x 254.00 x 24.00,4,3,,,No,1.6 GHz,Intel HD Graphics 620,"HP 15Q-BU101TU Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,,,"1 x USB 2.0, 2 x USB 3.0",6MB,,2 Speakers,,,No,Standard,,4,DDR4,,{'RJ11': 'Yes'}
HP,Envy 13-AD173CL,hp,,2468,0,0,0,0,0,https://gadgets.ndtv.com/hp-envy-13-ad173cl-6571,,16GB,13.30-inch,512GB,Silver,Windows 10,No,13-AD173CL,Intel Core i7 8th Gen 8250U,Intel Integrated UHD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.21,307.00 x 212.00 x 15.00,4.2,3,Envy,Yes,No,1.6 GHz,Intel Integrated UHD Graphics 620,,Yes,4,Touchpad,,6MB,Yes,Yes,1 Micro SD Card Reader,,No,,,,,,{'VGA Port': 'Yes'}
HP,17-F004DX,hp,,2469,0,0,0,0,0,https://gadgets.ndtv.com/hp-17-f004dx-8415,,6GB,17.30-inch,No,Silver,Windows 8,750GB,17-F004DX,AMD APU Quad Core A10 5745M,,,No,1600x900 pixels,802.11 b/g/n,2.825,27.74 x 165.10 x 10.98,,2,,Yes,,2.1 GHz,,,,4,Touchpad,"2 x USB 2.0, 2 x USB 3.0",4MB,,Yes,Multi Format Card Reader,Yes,,Standard,10/100 Base T,,DDR3L,,
Asus,ZenBook UX330UA-AH55,asus,,2470,0,0,0,0,0,https://gadgets.ndtv.com/asus-zenbook-ux330ua-ah55-6823,,8GB,13.30-inch,256GB,Grey,Windows 10,No,UX330UA-AH55,Intel Core i5 7th Gen 7200U,Intel Integrated HD Graphics,No,No,3200x1800 pixels,802.11 ac,1.2,323.00 x 222.30 x 13.50,4.1,3,ZenBook,Yes,No,,Intel Integrated HD Graphics,,Yes,,Touchpad,,3MB,,,SD Card Reader,,No,Standard,,12,,,
Asus,X507MA-BR059T,asus,,2471,0,0,0,0,0,https://gadgets.ndtv.com/asus-x507ma-br059t-7977,,4GB,15.60-inch,No,Grey,Windows 10,1TB,X507MA-BR059T,Intel Pentium Dual Core N5000,,,No,1366x768 pixels,802.11 b/g/n,1.75,365.00 x 266.00 x 21.90,4,3,,Yes,No,1.1 GHz,,,Yes,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0",4MB,Yes,Yes,1 Micro SD Card Reader,,,,,,,8GB,{'Web Camera': '2-megapixel'}
Asus,X541NA-GO017T,asus,"₹ 27,699",2472,33,33,0,0,33,https://gadgets.ndtv.com/asus-x541na-go017t-6651#gallery,3,4GB,15.60-inch,No,Grey,Windows 10,500GB,X541NA-GO017T,Intel Celeron Dual Core 7th Gen,,,No,1920x1080 pixels,802.11 b/g/n,2.1,,4,3,,Yes,No,1.1 GHz,,"Asus X541NA-GO017T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, Grey, 15.6 inch)",Yes,3,,,2MB,Yes,,SD Card Reader,,,Standard,,,,8GB,{'Web Camera': '2-megapixel'}
Dell,Inspiron i3573,dell,,2473,0,0,0,0,0,https://gadgets.ndtv.com/dell-inspiron-i3573-8348,,8GB,15.60-inch,No,Black,Windows 10,2TB,i3573,Intel Core i3 N3710,Intel Integrated Graphics,No,No,1366x768 pixels,802.11 b/g/n,,380.00 x 260.00 x 21.70,4,3,Inspiron,Yes,No,1.6 GHz,Intel Integrated Graphics,,Yes,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",2MB,Yes,Stereo Speakers,,Yes,No,,,,,,{'Web Camera': '2-megapixel'}
Asus,ZenBook 3 UX490UA-XS74-BL,asus,"₹ 511,536",2474,0,0,0,0,0,https://gadgets.ndtv.com/asus-zenbook-3-ux490ua-xs74-bl-6863,,16GB,14.00-inch,512GB,Blue,Windows 10 Professional,No,UX490UA-XS74-BL,Intel Core i7 7th Gen 7500U,Integrated Graphics Processor,,Yes,,802.11 ac,1.09,213.00 x 33.00 x 33.02,4.1,2,ZenBook 3,Yes,,2.7 GHz,Integrated Graphics Processor,"Asus UX490UA-XS74-BL Laptop (Windows 10 Pro, 16GB RAM, 512GB HDD, Intel Core i7, Blue, 14 inch)",Yes,,Touchpad,,,,Yes,,,,,,9,DDR3,,{'Web Camera': '2-megapixel'}
Asus,ROG G751JL-T3024P,asus,,2475,0,0,0,0,0,https://gadgets.ndtv.com/asus-rog-g751jl-t3024p-8354#gallery,,24GB,17.30-inch,No,Black,Windows 8.1,1TB,G751JL-T3024P,Intel Core i7 4th Gen 4720HQ,Nvidia GeForce GTX 965M,,No,1920x1080 pixels,802.11 b/g/n,4.3,416.00 x 318.00 x 20.00,4,4,ROG,,No,2.6 GHz,Nvidia GeForce GTX 965M,,,,,4 x USB 3.0,,,Yes,2 in 1 Card Reader,,,Standard,10/100/1000 Base T,3.5,GDDR5,,
Asus,EeeBook E402WA-WH21,asus,,2476,0,0,0,0,0,https://gadgets.ndtv.com/asus-eeebook-e402wa-wh21-7968#gallery,,4GB,14.00-inch,No,Black,Windows 10,64GB,E402WA-WH21,,AMD Radeon R2,,No,1366x768 pixels,802.11 b/g/n,1.65,339.00 x 235.00 x 21.90,4,3,EeeBook,Yes,No,1.5 GHz,AMD Radeon R2,,Yes,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",2MB,Yes,,SD Card Reader,Yes,,,10/100/1000 Base T,,,,
Asus,S510UA,asus,,2477,0,0,0,0,0,https://gadgets.ndtv.com/asus-s510ua-8807,,8GB,15.60-inch,256GB,Gold,Windows 10,No,S510UA,Intel Core i7 8th Gen 8550U,Nvidia GeForce MX150,,No,1920x1080 pixels,802.11 ac,1.68,361.00 x 244.00 x 45.72,4.1,,,Yes,No,1.8 GHz,Nvidia GeForce MX150,,Yes,,Touchpad,,8MB,Yes,,,,,,10/100/1000 Base T,8,GDDR5,32GB,
HP,ProBook X360 11-G1-EE,hp,,2478,0,0,0,0,0,https://gadgets.ndtv.com/hp-probook-x360-11-g1-ee-6158,,4GB,11.60-inch,No,Black,Windows 10 Professional,256GB,X360 11-G1-EE,Intel Celeron Dual Core,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 a/b/g/n/ac,1.44,,4.2,3,ProBook,Yes,Yes,2.4 GHz,Intel Integrated HD Graphics,,Yes,,Touchpad,,2MB,,,,Yes,No,,Yes,11,DDR3L,,
Microsoft,Surface Pro DAJ-00021,microsoft,"₹ 174,999",2479,0,0,0,0,0,https://gadgets.ndtv.com/microsoft-surface-pro-daj-00021-7673#gallery,,8GB,12.50-inch,256GB,Graphite Gold,Windows 10 Professional,No,DAJ-00021,Intel Core i7 7th Gen 7300U,Intel Integrated HD Graphics 620,No,No,2736x1824 pixels,802.11 a/b/g/n/ac,,292.10 x 200.70 x 8.40,4.1,1,Surface Pro,Yes,Yes,2.6 GHz,Intel Integrated HD Graphics 620,"Microsoft Surface DAJ-00021 Laptop (8GB RAM, 256GB HDD, Intel Core i7, Graphite Gold, 12.3 inch)",,,,1 x USB 3.0,3MB,Yes,Stereo Speakers,SDXC Card Reader,,No,,,,,,
Asus,L402WA-EH21,asus,"₹ 77,460",2480,27,8,18,10,36,https://gadgets.ndtv.com/asus-l402wa-eh21-6206,201,4GB,14.00-inch,32GB,Black,Windows 10,No,L402WA-EH21,AMD APU Quad Core E2 6110,AMD Radeon R2,,Yes,1366x768 pixels,802.11 a/b/g/n/ac,2.1,236.00 x 338.00 x 23.00,4,3,,Yes,No,1.5 GHz,AMD Radeon R2,"Asus L402WA-EH21 Laptop (Windows 10, 4GB RAM, 32GB HDD, AMD Black, 14 inch)",,4,Touchpad,,,,2 Speakers,Yes,,,,,,,,{'VGA Port': 'No'}
