Brand,Model,Company,Price in India,id,1 stars,2 stars,4 stars,3 stars,5 stars,link,total_ratings,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Base Clock Speed,Graphics Processor,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),Dedicated Graphics,HDMI Port,Ethernet,Battery Life (up to hours),Dedicated Graphic Memory Type,Expandable RAM up to (GB),other_info
HP,PBX36011G1EE,hp,"₹ 103,419",3204,0,0,0,0,0,https://gadgets.ndtv.com/hp-pbx36011g1ee-8759,,4GB,11.60-inch,64GB,Black,Windows 10,No,PBX36011G1EE,Intel Celeron Dual Core,,,No,1366x768 pixels,802.11 ac,1.3,254.00 x 43.20 x 43.18,4.2,2,,,,,,"HP HP PBX36011G1EE Laptop (Windows 10, 4GB RAM, 64GB HDD, Intel Celeron, Black, 11.6 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'Super Multi DVD', 'Read/Write Speed': '8x', 'RJ11': 'Yes', 'Lock Slot': 'Kensington Lock Port'}"
Lenovo,Ducati 5,lenovo,,3205,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-ducati-5-price-in-india-91409,,8GB,14.00-inch,1TB,Ducati colour,Windows 10,,,Intel Core,Intel Iris Plus Graphics,No,Yes,1920x1080 pixels,,1.58,211.80 x 321.70 x 16.90,5.1,3,,Yes,,,Intel Iris Plus Graphics,,Yes,,Touchpad,,,,2 Speakers,SD Card Reader,,No,Yes,,12,,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'RJ11': 'No', 'Dedicated Graphic Memory': '2GB', 'Lock Slot': 'Kensington Lock Port'}"
Acer,Spin 5 SP513-52N-52PL,acer,"₹ 93,012",3206,0,0,0,0,0,https://gadgets.ndtv.com/acer-spin-5-sp513-52n-52pl-7896,,8GB,13.30-inch,256GB,Steel Grey,Windows 10,No,5 SP513-52N-52PL,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,,226.06 x 324.35 x 16.00,4.2,3,Spin,,Yes,,,"Acer Spin 5 SP513-52N-52PL Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Steel Grey, 13.3 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,{'Web Camera': '0.3-megapixel'}
Alienware,AW13R3-7000SLV-PUS,alienware,,3207,0,0,0,0,0,https://gadgets.ndtv.com/alienware-aw13r3-7000slv-pus-6009#gallery,,8GB,13.30-inch,256GB,Silver,Windows 10 Professional,No,AW13R3-7000SLV-PUS,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050 Ti,,Yes,1920x1080 pixels,802.11 a/b/g/n/ac,2.6,,4.1,,,Yes,No,2.8 GHz,Nvidia GeForce GTX 1050 Ti,,Yes,,Touchpad,,,,Stereo Speakers,SD Card Reader,,,,,,,32GB,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'RJ11': 'Yes', 'Lock Slot': 'Kensington Lock Port'}"
Huawei,MateBook X (2020),huawei,,3208,0,0,0,0,0,https://gadgets.ndtv.com/huawei-matebook-x-2020-price-in-india-96605,,8GB,13.00-inch,512GB,"Green, Grey, Silver, Rose Gold",Windows 10 Home,No,,Intel Core i5 10th Gen i5-10210U,,No,,3000x2000 pixels,,1,284.40 x 206.70 x 13.60,5,2,MateBook,Yes,Yes,,,,Yes,,Touchpad,,,,4 Speakers,,,No,,,,,,
Huawei,MateBook D Volta-W50D,huawei,"₹ 110,503",3209,20,0,20,0,60,https://gadgets.ndtv.com/huawei-matebook-d-volta-w50d-8552#gallery,5,8GB,12.00-inch,256GB,Mystic Silver,Windows 10,No,D Volta-W50D,Intel Core i5 8th Gen 8250U,GeForce MX150,,No,1920x1080 pixels,802.11 a/b/g/n/ac,1.47,323.00 x 221.00 x 15.80,,2,MateBook,,No,1.6 GHz,GeForce MX150,"Huawei Matebook D Volta-W50D Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Mystic Silver, 12.0 Inch)",,4,,,,,,Multi Format Card Reader,,,Standard,,,DDR4,,"{'Headphone and Mic Combo Jack': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer'}"
HP,Pavilion X2 12-B010NR,hp,,3210,0,0,0,0,0,https://gadgets.ndtv.com/hp-pavilion-x2-12-b010nr-5992,,2GB,12.00-inch,64GB,White,Windows 10,No,X2 12-B010NR,Intel Atom Quad Core Z8500,Intel HD Graphics,No,Yes,1920x1080 pixels,802.11 a/b/g/n/ac,1.47,300.00 x 220.00 x 48.26,4,,Pavilion,Yes,Yes,1.4 GHz,Intel HD Graphics,,,2,Touchpad,,,,Stereo Speakers,1 Micro SD Card Reader,,No,,,,,,
Reach,14 RCN-025A,reach,,3211,0,0,0,0,0,https://gadgets.ndtv.com/reach-14-rcn-025a-5915#gallery,,8GB,13.30-inch,256GB,Gold,DOS,No,14 RCN-025A,Intel Core i5 5th Gen,Intel Integrated HD Graphics,No,No,1920x1080 pixels,802.11 b/g/n,,328.00 x 219.00 x 20.00,,2,,Yes,No,2.2 GHz,Intel Integrated HD Graphics,,,,,2 x USB 3.0,,,Stereo Speakers,,,No,Mini,10/100,3,,,"{'VGA Port': 'Yes', 'RJ11': 'Yes'}"
Reach,14 RCN-025A,reach,,3211,0,0,0,0,0,https://gadgets.ndtv.com/reach-14-rcn-025a-5915,,8GB,13.30-inch,256GB,Gold,DOS,No,14 RCN-025A,Intel Core i5 5th Gen,Intel Integrated HD Graphics,No,No,1920x1080 pixels,802.11 b/g/n,,328.00 x 219.00 x 20.00,,2,,Yes,No,2.2 GHz,Intel Integrated HD Graphics,,,,,2 x USB 3.0,,,Stereo Speakers,,,No,Mini,10/100,3,,,
Acer,ChromeBook 14 CP5-471-35T4,acer,"₹ 90,806",3212,9,0,45,0,45,https://gadgets.ndtv.com/acer-chromebook-14-cp5-471-35t4-8068,11,4GB,14.00-inch,No,Black,Chrome OS,32GB,14 CP5-471-35T4,Intel Core i3 6100U,Intel HD Graphics 520,No,No,1366x768 pixels,802.11 a/b/g/n/ac,1.45,22.35 x 330.96 x 8.94,,,ChromeBook,Yes,,2.3 GHz,Intel HD Graphics 520,"Acer Chromebook 14 CP5-471-35T4 Laptop (Chrome, 4GB RAM, 32GB HDD, Intel Core i3, Black, 14.0 Inch)",,3,Touchpad,,,,,,,No,,,,DDR3,,
Microsoft,Surface Pro 6 KJU-00001,microsoft,"₹ 239,999",3213,19,0,11,0,70,https://gadgets.ndtv.com/microsoft-surface-pro-6-kju-00001-8805,27,8GB,12.50-inch,No,White,Windows 10 Home,256GB,6 KJU-00001,Intel Core i7 8650U,,,No,2736x1824 pixels,802.11 a/b/g/n/ac,,292.00 x 201.00 x 805.00,4.1,1,Surface Pro,Yes,,,,"Microsoft Surface Pro 6 KJU-00001 Laptop (Windows 10 Home, 8GB RAM, 256GB HDD, Intel Core i7, White, 12.3 inch)",,,,1 x USB 3.0,,,Stereo Speakers,SDXC Card Reader,,,,,,,16GB,"{'VGA Port': 'Yes', 'RJ11': 'Yes'}"
Acer,Aspire E E1-571G,acer,,3214,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-e-e1-571g-7284,,4GB,15.60-inch,No,Black,Windows 8,500GB,E1-571G,Intel Core i5,,,No,1366x768 pixels,802.11 ac,2.5,253.00 x 382.00 x 33.20,4.2,3,Aspire E,Yes,No,,,,Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,{'RAM Slots': '2'}
Huawei,MateBook D Volta-W50D,huawei,"₹ 110,503",3215,20,0,20,0,60,https://gadgets.ndtv.com/huawei-matebook-d-volta-w50d-8552,5,8GB,12.00-inch,256GB,Mystic Silver,Windows 10,No,D Volta-W50D,Intel Core i5 8th Gen 8250U,GeForce MX150,,No,1920x1080 pixels,802.11 a/b/g/n/ac,1.47,323.00 x 221.00 x 15.80,,2,MateBook,,No,1.6 GHz,GeForce MX150,"Huawei Matebook D Volta-W50D Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Mystic Silver, 12.0 Inch)",,4,,,,,,Multi Format Card Reader,,,Standard,,,DDR4,,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'Super Multi DVD', 'Read/Write Speed': '8x', 'RJ11': 'Yes', 'Lock Slot': 'Kensington Lock Port'}"
Acer,TravelMate P4,acer,"₹ 78,991",3216,0,50,0,50,0,https://gadgets.ndtv.com/acer-travelmate-p4-6289,2,8GB,14.00-inch,No,Black,Windows 10,256GB,P4,Intel Core i7 5th Gen 5500U,Intel HD Graphics 5500,No,No,1920x1080 pixels,802.11 ac,,,,3,TravelMate,Yes,,2.4 GHz,Intel HD Graphics 5500,"Acer Travel Mate P4 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i7, Black, 14.0 Inch)",Yes,,Touchpad,,,,,,Yes,No,Standard,,,,,
Acer,TravelMate P4,acer,"₹ 78,991",3216,0,50,0,50,0,https://gadgets.ndtv.com/acer-travelmate-p4-6289#gallery,2,8GB,14.00-inch,No,Black,Windows 10,256GB,P4,Intel Core i7 5th Gen 5500U,Intel HD Graphics 5500,No,No,1920x1080 pixels,802.11 ac,,,,3,TravelMate,Yes,,2.4 GHz,Intel HD Graphics 5500,"Acer Travel Mate P4 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i7, Black, 14.0 Inch)",Yes,,Touchpad,,,,,,Yes,No,Standard,,,,,"{'VGA Port': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'RJ11': 'Yes'}"
Asus,A540YA-XO645T,asus,,3217,0,0,0,0,0,https://gadgets.ndtv.com/asus-a540ya-xo645t-6474#gallery,,4GB,15.60-inch,No,Black,Windows 10,1TB,A540YA-XO645T,,AMD Radeon R5,,No,1366x768 pixels,802.11 a/b/g/n/ac,2.4,270.00 x 257.00 x 381.00,4.1,,,Yes,,1.33 GHz,AMD Radeon R5,,,4,Touchpad,,,,Stereo Speakers,SD Card Reader,,,,,,DDR3,,"{'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'RJ11': 'Yes'}"
HP,EliteBook 840-G2-L3Z76UT,hp,,3218,0,0,0,0,0,https://gadgets.ndtv.com/hp-elitebook-840-g2-l3z76ut-7061,,8GB,14.00-inch,No,Black,Windows 7,128GB,840-G2-L3Z76UT,Intel Core i5 5th Gen 5200U,Intel HD Graphics 5500,No,No,1366x768 pixels,802.11 b/g/n,,,4,3,EliteBook,Yes,,2.2 GHz,Intel HD Graphics 5500,,,4,Touchpad,,,,Stereo Speakers,,,No,,,4.5,DDR3,,
Asus,ChromeBook Flip C213SA-YS02,asus,,3219,0,0,0,0,0,https://gadgets.ndtv.com/asus-chromebook-flip-c213sa-ys02-6064,,4GB,11.60-inch,No,Black,Chrome OS,32GB,C213SA-YS02,,Intel HD Graphics 500,No,No,1366x768 pixels,802.11 a/b/g/n/ac,1.25,206.00 x 199.00 x 307.00,4.2,2,ChromeBook Flip,Yes,,,Intel HD Graphics 500,,,4,Touchpad,,,,Stereo Speakers,SD Card Reader,,No,,,,DDR4,,{'RAM Slots': '2'}
Acer,Aspire E E5-523-98R2,acer,"₹ 23,547",3220,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-e-e5-523-98r2-5891#gallery,,4GB,15.60-inch,No,Black,Linux,1TB,E5-523-98R2,AMD APU Dual Core A9 9410,AMD Radeon HD 8330 Graphics,,No,1366x768 pixels,802.11 ac,,,4.1,,Aspire E,Yes,No,2.9 GHz,AMD Radeon HD 8330 Graphics,"Acer Aspire E E5-523-98R2 Laptop (Linux, 4GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",Yes,,Touchpad,,,Yes,Yes,,,,,10/100/1000 Base T,5,,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Burst Clock Speed': '3.1 GHz', 'Backlit Keyboard': 'Yes'}"
HP,15-AC602TU,hp,"₹ 22,990",3221,0,0,0,0,0,https://gadgets.ndtv.com/hp-15-ac602tu-7600,,4GB,15.60-inch,No,Black,Windows 10,500GB,15-AC602TU,Intel Celeron Dual Core,,,No,1366x768 pixels,802.11 ac,2.19,255.00 x 38.40 x 24.00,4.2,3,,Yes,No,,,"HP 15-AC602TU Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, Black, 15.6 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'Super Multi DVD', 'Read/Write Speed': '8x', 'Lock Slot': 'Kensington Lock Port'}"
Asus,UX305UA-FC001T,asus,,3222,0,0,0,0,0,https://gadgets.ndtv.com/asus-ux305ua-fc001t-7162,,8GB,13.30-inch,256GB,Black,Windows 10,No,UX305UA-FC001T,Intel Core i5 6th Gen 6200U,Intel HD Graphics 520,No,No,1920x1080 pixels,,1.3,406.40 x 226.00 x 324.00,4,3,,Yes,,2.3 GHz,Intel HD Graphics 520,,,3,,"1 x USB 2.0, 2 x USB 3.0",3MB,,Yes,SDXC Card Reader,,No,,10/100,,DDR3,,{'VGA Port': 'Yes'}
HP,EliteBook 745 G3,hp,,3223,0,0,0,0,0,https://gadgets.ndtv.com/hp-elitebook-745-g3-8406,,8GB,14.00-inch,No,Silver,Windows 10,256GB,745 G3,AMD APU Quad Core A12,,,No,1920x1080 pixels,802.11 a/b/g/n/ac,,337.82 x 236.22 x 17.78,4,2,EliteBook,,,1.8 GHz,,,,3,,2 x USB 3.0,,,Yes,SDXC Card Reader,,,,Yes,,DDR3L,,{'VGA Port': 'Yes'}
Asus,VivoBook Flip 15 TP510UA-RH31T,asus,"₹ 83,849",3224,29,14,14,14,29,https://gadgets.ndtv.com/asus-vivobook-flip-15-tp510ua-rh31t-8119,7,6GB,15.60-inch,No,Silver,Windows 10 Home,1TB,Flip 15 TP510UA-RH31T,Intel Core i3 7100U,,,No,1920x1080 pixels,802.11 ac,1.9,457.20 x 247.00 x 364.00,4.1,2,VivoBook,,,,,"Asus Vivobook Flip 15 TP510UA-RH31T Laptop (Windows 10 Home, 6GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",,3,,"2 x USB 2.0, 2 x USB 3.0, 2 x USB 3.0 (Type A), 2 x USB 3.0 (Type C)",,,,Multi Format Card Reader,,,Standard,,,DDR4,,{'VGA Port': 'Yes'}
Razer,Blade RZ09-01953E71-R3U1,razer,"₹ 239,999",3225,0,0,0,0,0,https://gadgets.ndtv.com/razer-blade-rz09-01953e71-r3u1-6762,,16GB,14.00-inch,No,Black,Windows 10 Home,256GB,RZ09-01953E71-R3U1,Intel Core i7,,,No,1920x1080 pixels,802.11 ac,1.95,236.00 x 34.50 x 48.26,4.2,3,Blade,Yes,No,,,"Razer Blade RZ09-01953E71-R3U1 Laptop (Windows 10 Home, 16GB RAM, 256GB HDD, Intel Core i7, Black, 14 inch)",Yes,,,,,Yes,,SD Card Reader,,,Standard,,,,,"{'VGA Port': 'Yes', 'Battery Capacity (WHR)': '41', 'RJ11': 'Yes'}"
Dell,Inspiron 15 7568,dell,"₹ 72,240",3226,0,0,0,0,0,https://gadgets.ndtv.com/dell-inspiron-15-7568-7407,,8GB,15.60-inch,No,Black,Windows 10,No,15 7568,Intel Core i7 6th Gen 6500U,Intel Integrated HD Graphics 520,No,No,1920x1080 pixels,802.11 n,,,4,,Inspiron,Yes,Yes,2.5 GHz,Intel Integrated HD Graphics 520,"Dell Inspiron 15 7568 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",,,,,4MB,,,,,No,,10/100,4.5,,16GB,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'DVD Writer', 'Read/Write Speed': '8x', 'Dedicated Graphic Memory': '4GB'}"
Asus,VivoBook X507UB-EJ186T,asus,,3227,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-x507ub-ej186t-6741,,8GB,15.60-inch,No,Grey,Windows 10,1TB,X507UB-EJ186T,Intel Core i3,Nvidia,,No,1920x1080 pixels,802.11 b/g/n,,,4.1,2,VivoBook,Yes,No,,Nvidia,,Yes,3,,"2 x USB 2.0, 2 x USB 3.0",3MB,Yes,,,,,Standard,,,,8GB,
MSI,GL72M,msi,,3228,0,0,0,0,0,https://gadgets.ndtv.com/msi-gl72m-6576,,8GB,17.30-inch,No,,Windows 10,2TB,GL72M,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.7,269.24 x 164.50 x 29.46,4,4,,Yes,,3.8 GHz,Nvidia GeForce GTX 1050,,Yes,,,"1 x USB 2.0, 2 x USB 3.0",6MB,,Yes,SD Card Reader,,,Standard,,,GDDR5,,"{'RAM Slots': '1', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '55.67'}"
Lenovo,Miix 630,lenovo,"₹ 67,587",3229,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-miix-630-8447,,4GB,12.00-inch,No,Black,Windows 10,128GB,630,Qualcomm Snapdragon,,,No,1920x1080 pixels,802.11 ac,,210.00 x 293.00 x 7.30,4.1,3,Miix,Yes,,,,"Lenovo Miix 630 Laptop (Windows 10, 4GB RAM, 128GB HDD, Qualcomm Snapdragon, Black, 12.0 Inch)",,4,,3 x USB 3.0,,,2 Speakers,,,,,,,DDR4,,"{'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '31'}"
Dell,Inspiron 3555,dell,"₹ 24,990",3230,21,9,12,14,44,https://gadgets.ndtv.com/dell-inspiron-3555-5859,43,4GB,15.60-inch,No,Black,Linux,500GB,3555,AMD APU Quad Core E2 6th Gen 6110,AMD Radeon R2,,No,1366x768 pixels,,,,4,3,Inspiron,Yes,No,1.5 GHz,AMD Radeon R2,"Dell Inspiron 3555 Laptop (Linux, 4GB RAM, 500GB HDD, AMD Black, 15.6 inch)",Yes,,Touchpad,"2 x USB 2.0, 1 x USB 3.0",4MB,,,,,,,,,,,
HP,Pavilion X360 14-CD0055TU,hp,"₹ 74,990",3231,34,8,20,4,34,https://gadgets.ndtv.com/hp-pavilion-x360-14-cd0055tu-7966,50,8GB,14.00-inch,No,Silver,Windows 10,1TB,X360 14-CD0055TU,Intel Core i7 8th Gen 8550U,,,No,1920x1080 pixels,802.11 ac,1.59,324.00 x 224.00 x 20.00,4.2,3,Pavilion,,Yes,1.8 GHz,,"HP Pavilion X360 14-CD0055TU Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver, 14.0 Inch)",,3,,2 x USB 3.0,,,,,,,Standard,,,,,"{'RAM Slots': '1', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '48', 'Optical Disk Drive': 'Super Multi DVD'}"
Lenovo,Y40,lenovo,,3232,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-y40-6029,,8GB,14.00-inch,512GB,Black,Windows 8.1,No,Y40,Intel Core i5 4th Gen 4510HU,Nvidia GeForce GTX 860M,,No,,802.11 n,2.4,387.00 x 263.40 x 23.90,,3,,Yes,No,1.7 GHz,Nvidia GeForce GTX 860M,,Yes,4,,,,Yes,2 Speakers,Yes,,,Standard,,5,,,
MSI,XPC GL73,msi,,3233,0,0,0,0,0,https://gadgets.ndtv.com/msi-xpc-gl73-8599#gallery,,8GB,17.30-inch,256GB,Black,Windows 10,No,XPC GL73,Intel Core i7 8th Gen 8300H,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 ac,2.7,41.90 x 287.00 x 32.00,5,3,,,,2.3 GHz,Nvidia GeForce GTX 1050 Ti,,,6,,,8MB,,,SDXC Card Reader,Yes,,Standard,,,GDDR5,,
HP,Pavilion X360 14-CD0053TU,hp,"₹ 73,000",3234,0,0,0,0,0,https://gadgets.ndtv.com/hp-pavilion-x360-14-cd0053tu-7936,,8GB,14.00-inch,No,Silver,Windows 10,1TB,X360 14-CD0053TU,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,1.59,224.00 x 32.40 x 20.00,4.2,2,Pavilion,,,,,"HP Pavilion X360 14-CD0053TU Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 14.0 Inch)",Yes,,,,,Yes,,,Yes,,Standard,,,,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'Super Multi DVD', 'Read/Write Speed': '8x', 'Dedicated Graphic Memory': '2GB', 'Lock Slot': 'Kensington Lock Port', 'Instruction Set': '64', 'RAM Slot (Unused)': '1'}"
Apple,MacBook MF855HN/A,apple,,3235,0,0,0,0,0,https://gadgets.ndtv.com/apple-macbook-mf855hn-a-7289,,6GB,12.00-inch,256GB,Silver,macOS,No,MF855HN/A,Intel Core M,,,No,2304x1440 pixels,802.11 ac,0.9,196.50 x 280.50 x 13.10,4.2,1,MacBook,Yes,No,,,,Yes,,,,,Yes,,SD Card Reader,Yes,,,,,,,{'Headphone and Mic Combo Jack': 'Yes'}
MSI,Leopard GP73 609,msi,,3236,0,0,0,0,0,https://gadgets.ndtv.com/msi-leopard-gp73-609-8655,,8GB,17.30-inch,No,Black,Windows 10,1TB,GP73 609,Intel Core i7 8th Gen,,,No,1920x1080 pixels,802.11 ac,2.7,287.00 x 41.90 x 7.62,4.2,3,Leopard,,,,,,Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,{'Optical Disk Drive': 'CD/DVD Writer'}
HP,V2W31UT,hp,,3237,0,0,0,0,0,https://gadgets.ndtv.com/hp-v2w31ut-8422,,4GB,11.60-inch,32GB,Black,Chrome OS,No,V2W31UT,AMD APU Quad Core N2840,,,No,1366x768 pixels,802.11 a/b/g/n/ac,1.23,300.00 x 206.00 x 20.00,4,,,Yes,,1.6 GHz,,,,3,Touchpad,,,,2 Speakers,SD Card Reader,,,,,9.5,DDR3,,{'RAM Slots': '1'}
Toshiba,Tecra A50-D1532,toshiba,"₹ 108,119",3238,0,0,0,0,100,https://gadgets.ndtv.com/toshiba-tecra-a50-d1532-7798,,8GB,15.60-inch,No,Black,,256GB,A50-D1532,Intel Core i5,,,No,1366x768 pixels,802.11 ac,2.86,353.00 x 42.40 x 6.40,4.2,3,Tecra,,No,,,"Toshiba Tecra A50-D1532 Laptop (8GB RAM, 256GB HDD, Intel Core i5, Black, 15.6 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,{'Web Camera': '0.3-megapixel'}
Fujitsu,Lifebook,fujitsu,,3239,0,0,0,0,0,https://gadgets.ndtv.com/fujitsu-lifebook-5031,,4GB,15.60-inch,No,Black,DOS,1TB,Lifebook,Intel Core i3 5th Gen 5005U,,,,1366x768 pixels,802.11 ac,2.2,378.00 x 256.00 x 30.90,4,,A series,,No,,,,,8,,,3MB,,2 Speakers,,,,,10/100/1000 Base T,,,16GB,{'RAM Slots': '2'}
MSI,Leopard GP73 609,msi,,3240,0,0,0,0,0,https://gadgets.ndtv.com/msi-leopard-gp73-609-8655#gallery,,8GB,17.30-inch,No,Black,Windows 10,1TB,GP73 609,Intel Core i7 8th Gen,,,No,1920x1080 pixels,802.11 ac,2.7,287.00 x 41.90 x 7.62,4.2,3,Leopard,,,,,,Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '60', 'Burst Clock Speed': '3.5 GHz', 'Lock Slot': 'Kensington Lock Port'}"
HP,15-BS008DS,hp,,3241,0,0,0,0,0,https://gadgets.ndtv.com/hp-15-bs008ds-8646,,4GB,15.60-inch,No,Red,Windows 10,1TB,15-BS008DS,Intel Pentium Dual Core,,,No,1920x1080 pixels,802.11 ac,2.7,254.00 x 38.10 x 27.00,4.2,3,,,,,,,Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,{'RAM Slots': '2'}
Dell,Inspiron R5 M3354,dell,"₹ 127,127",3242,0,0,0,0,0,https://gadgets.ndtv.com/dell-inspiron-r5-m3354-6558,,16GB,17.30-inch,No,Silver,Windows 10,2TB,R5 M3354,Intel Core i7 6th Gen 6500U,AMD Radeon R5 M335,,No,,802.11 ac,2.83,356.00 x 55.40 x 8.40,,3,Inspiron,Yes,,,AMD Radeon R5 M335,"Dell Inspiron R5 M3354 Laptop (Windows 10, 16GB RAM, 2000GB HDD, Intel Core i7, Silver, 17.3 inch)",Yes,,Touchpad,,,,Yes,Yes,Yes,,,,,,,
HP,Envy 15T,hp,,3243,0,0,0,0,0,https://gadgets.ndtv.com/hp-envy-15t-5795,,2GB,15.60-inch,No,Silver,Windows 8.1,1TB,15T,Intel Core i7 4th Gen 4510U,Nvidia GeForce 840M,,Yes,1920x1080 pixels,802.11 b/g/n,2.36,385.00 x 260.00 x 27.00,,,Envy,,Yes,,Nvidia GeForce 840M,,Yes,4,,,,Yes,,,Yes,,,,,,,
Toshiba,Tecra C50-C1513,toshiba,"₹ 87,722",3244,0,0,0,0,100,https://gadgets.ndtv.com/toshiba-tecra-c50-c1513-7801,,4GB,15.60-inch,No,Black,,1TB,C50-C1513,Intel Core i3,,,No,1366x768 pixels,802.11 ac,2.24,,4.2,4,Tecra,,No,,,"Toshiba Tecra C50-C1513 Laptop (4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,{'RAM Slots': '2'}
MSI,GL73 8RD-201,msi,,3245,0,0,0,0,0,https://gadgets.ndtv.com/msi-gl73-8rd-201-8638#gallery,,8GB,17.30-inch,No,Black,Windows 10,1TB,GL73 8RD-201,Intel Core i5 8th Gen,,,No,1920x1080 pixels,802.11 ac,2.7,287.00 x 41.90 x 32.00,4.2,3,,,,,,,Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '55.5', 'Optical Disk Drive': 'CD/DVD Writer', 'Burst Clock Speed': '3.5 GHz', 'Backlit Keyboard': 'Yes', 'Dedicated Graphic Memory': '4GB'}"
